Generated_Sentence_From_symptoms,Disease_Name,Source_URL
"I've been struggling with my sleep pattern lately, experiencing difficulty falling asleep and waking up often during the night, sometimes due to nocturia. Additionally, I've been having trouble distinguishing between night and day, and I often find myself waking up early in the morning, which is affecting my overall sleep quality.",Sleep disorders in older adults,https://medlineplus.gov/ency/article/000064.htm
"I've been feeling extremely weak lately, and I've also been experiencing mood changes and anxiety that are really affecting my daily life. I've been having trouble sleeping at night, which is leading to insomnia, and yet I'm overcome with sleepiness during the day, often uncontrollably. On top of this, I've noticed swollen lymph nodes all over my body, which is quite concerning. I've also been dealing with frequent headaches, and at the site of the fly bite, I've developed a swollen, red, and painful nodule. To make matters worse, I've had a fever and been sweating excessively.",Sleeping sickness,https://medlineplus.gov/ency/article/001362.htm
"I've been experiencing some bizarre occurrences during my sleep, where I've been sitting up and appearing awake, even though I'm still asleep. When I wake up, I often feel confused and disoriented, and I've even become aggressive when someone tries to wake me up. I've been doing detailed activities in my sleep, like cooking or cleaning, without even realizing it. Sometimes, I talk in my sleep, saying things that don't make sense, but when I wake up, I have no memory of these episodes. I've also caught myself walking around during sleep, with a blank look on my face, and even opening my eyes, which is really unsettling.",Sleepwalking,https://medlineplus.gov/ency/article/000808.htm
"I've been experiencing some concerning symptoms in my hips and legs, including hip pain and stiffness, which have led to restricted hip movements and even knee pain. Additionally, I've noticed that my leg has started to turn outward, and I've been having difficulty walking, often with a limp that came on quickly, whether it's related to trauma or not.",Slipped capital femoral epiphysis,https://medlineplus.gov/ency/article/000972.htm
"I've been experiencing severe pain in my lower chest or upper abdomen, and I've noticed that it tends to come and go, sometimes getting better with time. However, certain activities like coughing, laughing, lifting, twisting, and bending seem to make the pain worse. Additionally, when I apply pressure to the affected area, the pain intensifies. Occasionally, I've also felt a strange popping, clicking, or slipping sensation, which is quite unsettling.",Slipping rib syndrome,https://medlineplus.gov/ency/article/007765.htm
"I've been experiencing some unpleasant gastrointestinal symptoms lately, including bloating, diarrhea that's often watery, and unexplained weight loss. I've also been dealing with feelings of abdominal fullness, and I've noticed that my stool is often fatty. Along with these issues, I've been having abdominal pain and cramps, as well as excessive gassiness.",Small bowel bacterial overgrowth,https://medlineplus.gov/ency/article/000222.htm
"I've been experiencing some distressing symptoms lately, including diarrhea and vomiting, which have been accompanied by blood in my stool, and I've also had a fever, which has left me feeling quite unwell.",Small intestinal ischemia and infarction,https://medlineplus.gov/ency/article/001151.htm
"I've been feeling extremely unwell lately, experiencing a general sense of malaise, accompanied by a high fever that's left me feeling exhausted and fatigued. Unfortunately, things took a turn for the worse when I started experiencing delirium, which has been really concerning. On top of all this, I've developed a raised pink rash that's turned into sores, which have become crusty around day 8 or 9. To make matters worse, I've been experiencing excessive bleeding, nausea, and vomiting, along with severe headaches and backaches. Additionally, I've been dealing with diarrhea, which has only added to my misery.",Smallpox,https://medlineplus.gov/ency/article/001356.htm
"I've been experiencing some disturbing symptoms in my fingers lately, including discoloration or bruising of my finger or fingernail, and in some cases, I've even lost a fingernail. Additionally, I've noticed swelling in my fingers, which makes it difficult for me to move the tip of my finger, and I've been feeling significant finger pain.",Smashed fingers,https://medlineplus.gov/ency/article/000018.htm
"I've been experiencing a multitude of alarming symptoms recently, including weakness, numbness, and slurred speech, which have been accompanied by severe headaches and swelling. I've also noticed a burning sensation on my skin, excessive salivation, and tissue death in some areas. Furthermore, I've developed fang marks on my skin, swelling at the site of the bite, and stomach or abdominal pain, which have led to diarrhea, fainting, and skin tissue damage. Additionally, I've been experiencing blurred vision, tingling sensations, and a loss of muscle coordination, along with a weak pulse and tissue damage. The pain and swelling at the site of the bite have been severe, and I've been feeling dizzy, thirsty, and tired, with skin discoloration and a fever. I've also been experiencing drowsiness, excessive sweating, and a rapid pulse, which have led to severe pain, breathing difficulty, and seizures. Moreover, I've had low blood pressure, convulsions, nausea, and vomiting, along with swelling of my tongue and throat, bleeding, and difficulty swallowing. The pain at the site of the bite has been persistent, accompanied by numbness, tingling, and bleeding from the wound, leading to paralysis and eyelid drooping.",Snake bites,https://medlineplus.gov/ency/article/000031.htm
"I've been struggling with social anxiety, which makes everyday activities like eating, drinking, and even writing in public a daunting task, and speaking in public is almost impossible for me. Using public restrooms also fills me with dread. I've noticed that I blush excessively in these situations, and even simple conversations become difficult, often leaving me feeling nauseous. Meeting new people is also a significant challenge for me, and I've found that I tend to sweat profusely and even tremble in these situations. Attending parties and other social occasions has become a source of great anxiety for me, and I often find myself avoiding them altogether.",Social anxiety disorder,https://medlineplus.gov/ency/article/000957.htm
"I've been experiencing a multitude of alarming symptoms lately, including severe low blood pressure that's left me feeling weak, and I've developed painful blisters and burns on my skin. I've also been having difficulty breathing, and I've noticed that I've been drooling excessively. The burns have also caused me severe chest pain, which I believe is due to damage to my esophagus. Additionally, I've been vomiting, and sometimes there's blood in my vomit, which is very concerning. I've also been experiencing eye pain, and my skin is painful, red, and swollen. My eyes are also red and tearing excessively. Furthermore, I've had diarrhea, and I've been feeling a gaggling sensation in my throat. My vision has also decreased, and I've been experiencing a burning pain in my mouth.",Sodium bisulfate poisoning,https://medlineplus.gov/ency/article/002548.htm
"I've been experiencing some alarming symptoms lately, including hoarseness and vision loss, which are really concerning me. I've also been having severe pain in my mouth, throat, chest, and abdominal area, accompanied by vomiting and diarrhea. Additionally, I've noticed drooling and difficulty swallowing, which is making eating and drinking very challenging. I've also been experiencing breathing problems due to throat swelling, which is quite frightening. Furthermore, my skin is burning and draining, causing a lot of pain. My eyes are also irritated, red, and painful, with burning, drainage, and pain. I've even had episodes of low blood pressure, which has developed rapidly, and I've felt like I'm going to collapse. To make matters worse, I've been experiencing shock, which is really scaring me.",Sodium carbonate poisoning,https://medlineplus.gov/ency/article/002486.htm
"I've been experiencing a multitude of severe symptoms, including holes in my skin or tissue under the skin, lung inflammation, and burns to my esophagus and stomach. I've also had throat swelling, which has led to breathing difficulties, and I've noticed blood in my stool. Additionally, I've been suffering from severe abdominal pain, vomiting, and occasionally, the vomit is bloody. I've also experienced vision loss, breathing difficulties from inhaling sodium hydroxide, and severe pain in my throat. Furthermore, I've had burns, severe pain or burning sensations in my nose, eyes, ears, lips, or tongue, and diarrhea. I've also been experiencing irritation, drooling, and shock. My body has undergone a severe change in blood pH, leading to either too much or too little acid in my blood. I've also been sneezing, breaking out in hives, and my blood pressure has dropped rapidly, causing me to feel like I'm on the verge of collapse.",Sodium hydroxide poisoning,https://medlineplus.gov/ency/article/002487.htm
"I've been experiencing a horrifying array of symptoms lately, including a gagging sensation, weakness, and coughing fits, which I think are triggered by inhaling fumes. Alongside these issues, I've noticed my throat is swelling, making it difficult to breathe, and I've been experiencing low blood pressure. I've also had excruciating pain in my mouth and throat, accompanied by excessive drooling and vomiting, which has sometimes been bloody. Furthermore, I've been struggling with shock, characterized by extremely low blood pressure, a slow heartbeat, and even delirium, which has left me agitated and confused. If that's not all, I've also experienced stomach pain, burning and tearing in my red eyes, and burns in my esophagus. Additionally, I've had chest pain and tightness, as well as skin irritation, burns, and blistering on the exposed areas.",Sodium hypochlorite poisoning,https://medlineplus.gov/ency/article/002488.htm
"I've been experiencing a multitude of symptoms that have been affecting my overall health and well-being. I've noticed signs of kidney damage, which has led to weakness, and a disturbance in the acid balance of my blood, which can lead to the failure of many organs. I've also developed yellow skin and eyes, a clear indication of jaundice. Furthermore, I've been dealing with constipation, twitching, tremors, skin irritation, and a general lack of desire to do anything. My cognitive function has also been impaired, and I've experienced reduced lung function, headaches, and muscle aches. I've had instances of confusion, joint pain, and low blood pressure, which has led to shock. Additionally, I've experienced eye irritation, kidney failure, and sleeping difficulties. I've also had softening of the bones and kidney failure, which has further complicated my condition. I've noticed pale skin, high blood pressure, diarrhea, vision problems, abdominal pain, and hallucinations. I've also experienced a metallic taste, hearing loss, loss of appetite, excessive thirst, dizziness, and weight loss. I've been struggling with depression, burns in my mouth and throat, fever, gum disease, eczema, uncoordinated movements, and silver deposits in my eyes. I've also had vomiting, stomach problems, seizures, fatigue, irritability, and excitability. In some instances, I've experienced heart, kidney, and liver failure, which has led to coma and a decreased level of consciousness. I've also had grayish-black staining of the skin and mucous membranes, chemical burns, irritation of mucous membranes, decreased urine output, paralysis, and collapse.",Solder poisoning,https://medlineplus.gov/ency/article/002822.htm
"I've been experiencing some concerning symptoms lately, including chest pain, a chronic cough, and shortness of breath, which have been really worrying me, and I've also noticed that my fingers have taken on a clubbed appearance, which I'm not sure what it means, but it's definitely unusual.",Solitary fibrous tumor,https://medlineplus.gov/ency/article/000116.htm
"I've been experiencing a lot of discomfort lately, with persistent pain being a major concern, but I also feel like my symptoms aren't being taken seriously enough by my provider, and that they haven't done a good job of treating the underlying issue. On top of that, I've been experiencing shortness of breath, which is only adding to my anxiety about my health. I've been worried that my mild symptoms might be a sign of something more serious, which has left me feeling fatigued and weak. Dealing with these health concerns has become a full-time job, taking up a lot of my time and energy. My thoughts, feelings, and behaviors about my symptoms have started to interfere with my daily life, and I've been feeling extreme anxiety about what might be wrong with me. I've been going to my provider for multiple tests and procedures, but even when the results come back normal, I have trouble believing that everything is okay.",Somatic symptom disorder,https://medlineplus.gov/ency/article/000955.htm
"I've been experiencing some unusual eye movements lately, characterized by small, quick, side-to-side movements called nystagmus, which affect both eyes, although each eye seems to move differently. Along with this, I've noticed that I've been tilting my head and nodding it involuntarily, which is quite concerning to me.",Spasmus nutans,https://medlineplus.gov/ency/article/001409.htm
"I've been struggling with some speech difficulties lately, and I've noticed that my voice can be either too loud or too soft, and there's often tension in my tone. When I talk, I catch myself blinking excessively, and I've realized that I consistently distort certain sounds, like ""r"", ""l"", or ""s"", and sometimes make them sound whistly. I feel embarrassed about my speech, and it's frustrating when I try to communicate and can't express myself clearly. I've observed that I often leave out or change the first or last sounds of words, especially consonants, and sometimes make words longer than they should be. I also tend to run out of air mid-sentence, and my voice can be hoarse or raspy. Unfortunately, my errors can make it difficult for others to understand me, and even my family members sometimes struggle to comprehend what I'm saying. I've noticed that I often pause during sentences or words, and sometimes add extra sounds or words, like ""uh"" or ""um"". My speech can sound unusual due to too much air escaping through my nose or too little air coming out, and I've caught myself jerking my head while talking. I've also realized that I repeat sounds, words, or phrases, especially after the age of 4, and my pitch can change suddenly. Sometimes, my voice breaks in or out, which can be unsettling.",Speech disorders - children,https://medlineplus.gov/ency/article/001430.htm
"I've noticed this unusual rash or lesion on my skin that disappears when I press on it, but it comes back as soon as I release the pressure. Sometimes, it has a small red dot in the center, and I've also observed that it has reddish extensions that reach out from the center, which is quite concerning to me.",Spider angioma,https://medlineplus.gov/ency/article/001095.htm
"I've been experiencing some alarming symptoms lately, including a loss of bladder or bowel control, which is quite distressing. I've also noticed a loss of movement in an area of my body below the abscess, which is accompanied by a low backache that starts off mild but gradually worsens over time, sometimes radiating to my hip, leg, or feet, and occasionally even spreading to my shoulder, arm, or hand. Additionally, I've lost sensation in certain areas of my body below the abscess, which is quite unsettling. To make matters worse, I've been running a fever and experiencing chills, which is leaving me feeling quite unwell.",Spinal cord abscess,https://medlineplus.gov/ency/article/001405.htm
"I've been experiencing a multitude of symptoms that have been affecting my daily life, including numbness, severe pain, and blood pressure problems that can swing from extremely high to dangerously low. I've also been having difficulty breathing due to weakness in my abdominal, diaphragm, or intercostal muscles, which has been very concerning. Furthermore, I've lost normal control over my bowel and bladder functions, leading to issues like constipation, incontinence, and bladder spasms. Additionally, I've noticed increased muscle tone, which has resulted in spasticity, and sensory changes that can occur on either one or both sides of my body. Unfortunately, I've also been experiencing weakness and even paralysis, as well as trouble maintaining a normal body temperature, and abnormal sweating patterns.",Spinal cord trauma,https://medlineplus.gov/ency/article/001066.htm
"I've been experiencing some alarming symptoms lately, including a loss of bladder or bowel control, difficulty walking, and overall weakness. I've also been struggling with paralysis in my arms or legs, which has made everyday activities extremely challenging. Additionally, I've noticed that my head is often in an unusual position, and I've had moments of lack of alertness, where I've been unconscious. I've also exhibited signs of shock, such as pale, clammy skin, bluish lips and fingernails, and acting dazed or semiconscious. Furthermore, I've been dealing with a stiff neck, headaches, and neck pain, as well as numbness or tingling sensations that spread down my arms or legs.",Spinal injury,https://medlineplus.gov/ency/article/000029.htm
"I've been observing some alarming symptoms in my child, including nasal speech and a floppy infant with poor muscle tone, which has been getting worse over time. From birth, my child has had very little muscle tone, weak muscles, and has struggled with feeding and breathing. There's been very little movement, and I've noticed a lack of head control. As time passes, the weakness has only gotten worse, and we've experienced frequent, increasingly severe respiratory infections. I'm worried that my child may have SMA, which could be type I, II, III, or IV, each with its own progression and severity. With type I, the symptoms are severe from birth, while type II symptoms may not appear until age 6 months to 2 years. Type III is a milder disease that starts in childhood or adolescence and slowly gets worse, and type IV is even milder, with weakness starting in adulthood. I'm especially concerned about the feeding difficulty, where food may go into the windpipe instead of the stomach, and the breathing difficulty, which has led to shortness of breath, labored breathing, and a lack of oxygen.",Spinal muscular atrophy,https://medlineplus.gov/ency/article/000996.htm
"I've been experiencing weakness in part of my leg or arm, and I've also been dealing with numbness, cramping, or pain in various areas of my body, including my back, buttocks, thighs, calves, neck, shoulders, and arms.",Spinal stenosis,https://medlineplus.gov/ency/article/000441.htm
"I've been experiencing some disturbing symptoms lately, including muscle weakness in my legs that's causing me to fall, making it difficult to walk, and I'm worried it might progress to paralysis. Additionally, I've been having abnormal sensations or a loss of sensation, especially in my legs. I've also been dealing with loss of bowel control and bladder leakage, which has been very distressing. Furthermore, I've been suffering from severe back pain that's getting worse over time, mainly in the middle or lower back, and it's not relieved by pain medicine. The pain worsens when I lie down or strain, and sometimes it extends to my hips or legs. On top of all this, I've noticed muscle contractions, twitches, or spasms, which are quite unsettling.",Spinal tumor,https://medlineplus.gov/ency/article/001403.htm
"I've been experiencing some discomfort in my lower back, specifically in the area of the vertebra that's out of place, which is tender to the touch. Along with this, I've noticed muscle tightness, particularly in my hamstring muscle. Additionally, I've been struggling with weakness in my legs, stiffness, and lower back pain. To make matters worse, I've been feeling pain, numbness, or tingling sensations in my thighs and buttocks.",Spondylolisthesis,https://medlineplus.gov/ency/article/001260.htm
"I've been experiencing a multitude of alarming symptoms lately, including shallow breathing and sweating, which often accompany my feelings of hyperactivity. I've also been dealing with mild burns, possibly due to exposure to high concentrations or repeated doses of something. Additionally, I've been having nausea and vomiting, sometimes with blood, and have noticed eye irritation. I'm worried that I might be experiencing kidney failure, as I've had throat swelling and have even had convulsions or seizures. I've also developed a rash, which I suspect is an allergic reaction. Furthermore, I've been experiencing hallucinations, loss of appetite, and dizziness, which have all been contributing to my overall feeling of being unwell. I've also had issues with my vision, including loss of vision, and have been experiencing rapid breathing and a buildup of fluid in my lungs. On top of all this, I've been feeling thirsty, feverish, and drowsy, with moments of agitation and ringing in my ears. In extreme cases, I've even had instances of no breathing and collapse, which I'm worried might be a sign of shock.",Sports cream overdose,https://medlineplus.gov/ency/article/002583.htm
"I've been experiencing some unsettling symptoms lately, including joint pain and muscle pain, which are often accompanied by stiffness in my joints, and I've also noticed swelling in the affected areas. Additionally, I've observed discoloration of the skin, especially bruising, which is quite concerning to me.",Sprains,https://medlineplus.gov/ency/article/000041.htm
"I've been experiencing some concerning symptoms, particularly in my arm, usually on the left side, as well as in my jaw, shoulder, neck, and back. I've noticed weakness in these areas, and the discomfort often comes on when I'm active or under stress. Along with this, I've been experiencing nausea, vomiting, and excessive sweating. I've also had shortness of breath, palpitations, and a general feeling of fatigue. The episodes typically last anywhere from 1 to 15 minutes, and I often feel dizzy or lightheaded. However, I've found that the symptoms are relieved when I rest or take nitroglycerin.",Stable angina,https://medlineplus.gov/ency/article/000198.htm
"I've been observing some concerning symptoms in my child, including bulging fontanelles, and I've also been experiencing some alarming symptoms myself, such as fever and chills, stiff neck, and severe headache. Additionally, I've noticed that my child is having poor feeding or is extremely irritable, and I've been dealing with nausea and vomiting. Furthermore, I've observed rapid breathing, unusual posture with the head and neck arched backwards, decreased alertness, agitation, and mental status changes. To make matters worse, I'm extremely sensitive to light, which is exacerbating my condition.",Staphylococcal meningitis,https://medlineplus.gov/ency/article/000613.htm
"I've been experiencing a multitude of alarming symptoms lately, including convulsions, vomiting, and yellowing of my skin, which is accompanied by blisters. I've also noticed twitching of my facial muscles, as well as my arms, hands, legs, and feet. Additionally, I've been dealing with low blood pressure, which has led to bluish discoloration of my skin, lips, and fingernails. I've had instances of collapse, and my eyes have taken on a yellow hue, indicating jaundice. In some cases, I've slipped into a coma, characterized by a decreased level of consciousness and lack of responsiveness. Furthermore, I've been experiencing diarrhea, drowsiness, and a significant decrease in urine output, with some instances of no urine output at all. My skin has also been flaking, and I've been running a fever.",Starch poisoning,https://medlineplus.gov/ency/article/002741.htm
"I've been experiencing some concerning symptoms in my legs, including pain that worsens when I stand or walk, accompanied by a dull aching or heaviness sensation. Additionally, I've noticed that the skin on my legs and ankles has started to thicken and harden, a condition I've learned is called lipodermatosclerosis. The skin has even turned a dark brown color, and I've developed swelling in my leg. To make matters worse, the skin has taken on a bumpy or cobblestone appearance, which is quite unsettling.",Stasis dermatitis and ulcers,https://medlineplus.gov/ency/article/000834.htm
"I've been experiencing a multitude of alarming symptoms, including the development of ulcers on my skin and underlying tissues, as well as severe burns and excruciating pain in my mouth and throat, accompanied by headaches. I've also been having bloody stools, severe abdominal pain, and difficulty breathing due to throat swelling. Additionally, I've been experiencing diarrhea, nausea, and vomiting, sometimes with blood in my vomit. Furthermore, I've noticed burns, pain, and ulcers in my eyes, and I've been drooling excessively due to the burns. I've also been feeling irritated, and I've even experienced a loss of vision. It seems like I've also suffered burns in my esophagus, and I've had seizures. Lately, I've been dealing with recurring nausea and vomiting, and I've even had a few instances of collapse, which I believe might be related to a rapid drop in blood pressure. I'm worried that I might have also suffered burns to my breathing tubes, trachea, bronchi, and lung tissue, and I'm afraid that if left untreated, I might even slip into a coma.",Steam iron cleaner poisoning,https://medlineplus.gov/ency/article/002742.htm
"I've been exhibiting some unusual behaviors lately, including biting myself, nail biting, and head banging, which are causing me a lot of distress. Additionally, I've noticed that I've been shaking or waving my hands, putting objects in my mouth, hitting my own body, and rocking back and forth, and I'm not sure what's triggering these actions or how to stop them.",Stereotypic movement disorder,https://medlineplus.gov/ency/article/001548.htm
"I've been experiencing a severe reaction to an insect sting, characterized by overall weakness and pain and swelling of the lymph nodes near the area of the sting. I've also had a headache, excessive sweating, and swelling, not only at the sting site but also throughout my body, especially since the sting was on my trunk. What's more, I've had no detectable heartbeat, and the affected area has become discolored with blisters, some of which contain blood. I've been experiencing body cramps and muscle twitching, as well as excessive salivating and drooling. The pain at the site of the sting is severe, and I've also had diarrhea. I've been feeling faint and having difficulty breathing, accompanied by low blood pressure. Additionally, I've been experiencing nausea and vomiting, bleeding, and even collapsed into shock. I've also noticed numbness and tingling sensations, and in some cases, paralysis has set in. To make matters worse, my heartbeat has become irregular.",Stingray,https://medlineplus.gov/ency/article/002853.htm
"I've been experiencing a multitude of alarming symptoms lately, including weakness, throat swelling that's making it hard for me to breathe, and a rapid heartbeat. I've been having severe pain or burning sensations in my eyes, ears, nose, and mouth area, which is also causing vision loss and memory problems. Additionally, I've been experiencing numbness in my arms and legs, and I've noticed holes in my skin or underlying tissues, as well as burns on my body. I've been staggering and having severe throat pain, which is making me lightheaded and dizzy. I've also been having difficulty concentrating, and I've even lost consciousness at times. Furthermore, I've been experiencing abdominal pain, burns in my esophagus, and irritation in my mouth. I've been feeling nauseous and vomiting, and I've had burning sensations throughout my body. I've also had bloody stools, severe breathing difficulty, and drowsiness. Occasionally, I've had seizures, and I've been feeling nervous and anxious, which is accompanied by headaches. It's all been so overwhelming that I've even collapsed from shock.",Stoddard solvent poisoning,https://medlineplus.gov/ency/article/002907.htm
"I've been experiencing some concerning symptoms lately, including dark stools, excessive belching, and a loss of appetite, which has led to a general decline in my overall health and noticeable weight loss. I've also been dealing with abdominal fullness or pain, which often occurs after eating even a small meal. Additionally, I've had instances of vomiting blood, and I frequently feel nauseous. Furthermore, I've been struggling with difficulty swallowing, which seems to be getting worse over time. On top of all this, I've been feeling weak and fatigued, which is really affecting my daily life.",Stomach cancer,https://medlineplus.gov/ency/article/000223.htm
"I've been experiencing a multitude of severe symptoms after being stung, including a debilitating headache, tremors, and no detectable heartbeat. The pain at the site of the sting is excruciating and spreads quickly throughout my entire limb. I've also been struggling with delirium, characterized by agitation and confusion, as well as overwhelming anxiety. Additionally, I've been dealing with gastrointestinal issues like diarrhea, abdominal pain, and nausea and vomiting. I've even fainted on occasion, and I've noticed a fever, which I suspect is due to an infection. The area around the sting has changed color, indicating a decrease in oxygen, and I've had difficulty breathing. To make matters worse, I've experienced bleeding, seizures, and numbness and tingling sensations spreading from the sting site. My blood pressure has dropped, and I've felt like I'm on the verge of collapse, which is a sign of shock. I've also noticed that the area around the sting has turned a lighter color, and I've experienced muscle twitching and paralysis. Furthermore, my heartbeat has become irregular, and I'm deeply concerned about my condition.",Stonefish sting,https://medlineplus.gov/ency/article/002854.htm
"I've been experiencing some disturbing eye problems lately, including a loss of vision or depth perception, and my eyes don't seem to be aiming in the same direction. I've also been seeing double and noticing that my eyes are moving uncoordinatedly, not together, which is really affecting my daily life.",Strabismus,https://medlineplus.gov/ency/article/001004.htm
"I've been noticing that my skin has become discolored and bruised, and I've been experiencing pain and difficulty moving the injured muscle, which is accompanied by significant swelling.",Strains,https://medlineplus.gov/ency/article/000042.htm
"I've been feeling extremely unwell lately, experiencing a fever that came on suddenly and peaked on the second day, which has left me with a general ill feeling and chills. Along with this, I've lost my appetite and have an abnormal sense of taste, which is really bothering me. I've also been dealing with a headache and pain when swallowing, which is making it hard for me to eat. Additionally, I've noticed that my neck glands are swollen and tender, and my throat is red, sore, and has white patches, which is very concerning. To top it all off, I've been feeling nauseous, which is making me feel even more miserable.",Strep throat,https://medlineplus.gov/ency/article/000639.htm
"I've been noticing that certain activities have been triggering some discomfort, specifically when I exercise or engage in physically active pursuits. Even simple actions like standing up from a sitting or lying down position can bring on symptoms. Additionally, I've found that coughing or sneezing can also exacerbate the issue.",Stress urinary incontinence,https://medlineplus.gov/ency/article/000891.htm
"I've been experiencing some alarming neurological symptoms lately, including numbness or tingling sensations on one side of my body, and changes in my ability to feel touch, pain, pressure, or different temperatures. Sometimes, I've noticed that these symptoms get worse when I change positions, bend, strain, or cough. I've also been having problems swallowing, and my sense of balance and coordination has been off, making it difficult to walk. Additionally, I've been experiencing personality, mood, and emotional changes, and I've lost control over my bladder and bowels. These symptoms started suddenly and have been quite severe. I've also been struggling with confusion, memory loss, and dizziness, which sometimes feels like an abnormal sense of movement or vertigo. Furthermore, I've noticed changes in my hearing and taste, and I've been having trouble speaking or understanding others when they speak. My eyesight has also been affected, with decreased vision, double vision, or even total loss of vision. I've also been having problems with writing and reading. Sometimes, these symptoms wake me up from sleep, and I've even experienced muscle weakness in my face, arm, or leg, usually on just one side of my body.",Stroke,https://medlineplus.gov/ency/article/000726.htm
"I've been experiencing a range of symptoms that are causing me significant discomfort, including the appearance of red, hive-like areas near my anus, as well as persistent vomiting, coughing, and a rash that's spreading. On top of that, I've been dealing with weight loss, diarrhea, and abdominal pain that's localized to my upper abdomen. To make matters worse, I've also been running a fever, which has left me feeling exhausted and drained.",Strongyloidiasis,https://medlineplus.gov/ency/article/000630.htm
"I've been experiencing some concerning symptoms, including paralysis or weakness on one side of my body, which is quite alarming. I've also noticed a port-wine stain on my upper face and eyelid, which is quite prominent. Additionally, I've been having frequent headaches, and I've struggled with learning disabilities throughout my life. Furthermore, I've been diagnosed with glaucoma, which has resulted in very high fluid pressure in my eye. To make matters worse, I've also been dealing with low thyroid, or hypothyroidism, which has been affecting my overall health.",Sturge-Weber syndrome,https://medlineplus.gov/ency/article/001426.htm
"I've been struggling with some speech difficulties lately, and I've noticed that I've been experiencing tension in my voice, accompanied by jaw jerking and clenching my fists, which makes me feel frustrated when trying to communicate. Sometimes, I jerk my head or other body parts, and I've also been experiencing excessive eye blinking. When I speak, I tend to stretch out sounds within words, like ""I am Booooobbbby Jones"" or ""Llllllllike."" I also find myself pausing or hesitating when starting or during sentences, phrases, or words, often with my lips together. Additionally, I've been inserting extra sounds or words into my sentences, like ""We went to the...uh...store."" Furthermore, I've been repeating sounds, words, parts of words, or phrases, such as ""I want...I want my doll,"" ""I...I see you,"" or ""Ca-ca-ca-can.""",Stuttering,https://medlineplus.gov/ency/article/001427.htm
"I've been experiencing some unsettling symptoms lately, including an unsteady gait and loss of balance, which has even led to falls due to poor balance. I've also been dealing with abnormal sensations like tingling and numbness, as well as decreased vision. Additionally, I've noticed clumsiness and stiff or awkward movements, which can be frustrating. I've also observed some mental changes, including mild memory problems, irritability, apathy, and confusion, which can be quite concerning. Sometimes, I feel extremely sleepy, and I've also been experiencing weakness in my legs, arms, or other areas of my body. To make matters worse, I've been struggling with depression, which has been affecting my overall well-being.",Subacute combined degeneration,https://medlineplus.gov/ency/article/000723.htm
"I've been experiencing a range of symptoms that have been progressing through different stages, starting with personality changes, mood swings, and depression, accompanied by fever and headaches, which lasted for about six months. As it progressed, I started to experience uncontrolled movement problems, including jerking and muscle spasms, along with loss of vision, dementia, and seizures. Lately, I've noticed that my movements have become more twisted and rigid, and I've been worried about the risk of death from complications. I'm now concerned that I may be entering the final stage, where my brain's ability to control breathing, heart rate, and blood pressure is being damaged, which could lead to a coma and eventually death.",Subacute sclerosing panencephalitis,https://medlineplus.gov/ency/article/001419.htm
"I've been experiencing a multitude of symptoms that have been affecting my daily life, including heat intolerance and cold intolerance, which have been causing me to sweat excessively and leading to dry skin. I've also been dealing with constipation and fatigue, feeling weak and tired all the time, despite having an increased appetite, which has resulted in weight loss. Additionally, I've noticed irregular menstrual periods, and when I press on my thyroid gland, it's tender. On the other hand, I've also experienced weight gain, which is confusing. Furthermore, I've been struggling with hair loss, more frequent bowel movements, and mood changes, which have been affecting my emotional well-being. Occasionally, I get fever, and I've noticed palpitations, nervousness, and a tremor in my hands. I've also been experiencing difficulty or painful swallowing, which has led to hoarseness, and some women may experience irregular or heavy menstrual periods. It's been a challenging time, and I'm hoping we can figure out what's going on.",Subacute thyroiditis,https://medlineplus.gov/ency/article/000375.htm
"I've been experiencing some disturbing symptoms lately, including mood and personality changes, which have left me feeling confused and irritable. Physically, I've been dealing with a stiff neck, and occasionally, my back and neck stiffen suddenly, causing my back to arch. I've also been having nausea and vomiting, which has been accompanied by vision problems, such as double vision, blind spots, or temporary vision loss in one eye. I've even had a seizure, which was very alarming. Lately, I've noticed a decrease in my consciousness and alertness, and I've observed that my pupils are different sizes. Additionally, I've been experiencing numbness in parts of my body, as well as muscle aches, particularly in my neck and shoulder. Furthermore, I've developed eyelid drooping, and I've become very sensitive to bright light, which causes me discomfort in my eyes.",Subarachnoid hemorrhage,https://medlineplus.gov/ency/article/000701.htm
"I've been experiencing a general ill feeling and fatigue lately, accompanied by a fever and chills. I've also noticed a swollen, tender lump beneath the areolar area, which is warm to the touch and has been causing me discomfort. To make matters worse, I've observed drainage and even pus coming from this lump, which has me quite concerned.",Subareolar abscess,https://medlineplus.gov/ency/article/001501.htm
"I've been concerned about my baby's health lately, as I've noticed an increased head circumference, and they've been experiencing frequent vomiting. Upon examination, I've observed abnormally wide spaces in the bony joints of their skull, which is quite alarming. Additionally, they've been showing weakness or loss of movement on both sides of their body, and their soft spot has an outward curving bulge. They seem to be lacking energy and are often lethargic. Furthermore, they've had a persistent fever, and I've even witnessed them having seizures, which is extremely distressing.",Subdural effusion,https://medlineplus.gov/ency/article/001422.htm
